id_ruta,operador,tiempo_estimado,fecha_planificacion,n_operadores,meta_horas,prob_extra,makespan_simulado
266,Operador 1,16.7,20260719_2001,3,10.0,,
264,Operador 2,18.3,20260719_2001,3,10.0,,
263,Operador 3,8.5,20260719_2001,3,10.0,,
261,Operador 1,17.2,20260719_2001,3,10.0,,
260,Operador 2,15.1,20260719_2001,3,10.0,,
258,Operador 3,11.5,20260719_2001,3,10.0,,
257,Operador 1,14.1,20260719_2001,3,10.0,,
256,Operador 2,15.6,20260719_2001,3,10.0,,
255,Operador 3,18.5,20260719_2001,3,10.0,,
254,Operador 1,15.0,20260719_2001,3,10.0,,
253,Operador 2,15.2,20260719_2001,3,10.0,,
252,Operador 3,13.1,20260719_2001,3,10.0,,
213,Operador 1,14.3,20260719_2001,3,10.0,,
212,Operador 2,15.5,20260719_2001,3,10.0,,
211,Operador 3,18.1,20260719_2001,3,10.0,,
209,Operador 1,12.9,20260719_2001,3,10.0,,
207,Operador 2,19.3,20260719_2001,3,10.0,,
201,Operador 3,16.2,20260719_2001,3,10.0,,
1259,Operador 1,13.4,20260719_2001,3,10.0,,
315,Operador 2,19.3,20260719_2001,3,10.0,,
313,Operador 3,16.3,20260719_2001,3,10.0,,
312,Operador 1,12.7,20260719_2001,3,10.0,,
311,Operador 2,18.8,20260719_2001,3,10.0,,
310,Operador 3,12.3,20260719_2001,3,10.0,,
309,Operador 1,18.8,20260719_2001,3,10.0,,
308,Operador 2,15.6,20260719_2001,3,10.0,,
307,Operador 3,12.8,20260719_2001,3,10.0,,
306,Operador 1,13.4,20260719_2001,3,10.0,,
304,Operador 2,13.7,20260719_2001,3,10.0,,
303,Operador 3,12.6,20260719_2001,3,10.0,,
301,Operador 1,12.3,20260719_2001,3,10.0,,
9435,Operador 2,18.6,20260719_2001,3,10.0,,
9434,Operador 3,15.2,20260719_2001,3,10.0,,
9426,Operador 1,10.9,20260719_2001,3,10.0,,
9425,Operador 2,11.9,20260719_2001,3,10.0,,
9424,Operador 3,15.6,20260719_2001,3,10.0,,
9422,Operador 1,12.0,20260719_2001,3,10.0,,
9419,Operador 2,17.1,20260719_2001,3,10.0,,
9390,Operador 3,12.4,20260719_2001,3,10.0,,
9371,Operador 1,14.9,20260719_2001,3,10.0,,
9370,Operador 2,20.7,20260719_2001,3,10.0,,
9359,Operador 3,17.5,20260719_2001,3,10.0,,
9355,Operador 1,18.2,20260719_2001,3,10.0,,
9353,Operador 2,18.3,20260719_2001,3,10.0,,
9345,Operador 3,12.5,20260719_2001,3,10.0,,
9340,Operador 1,15.6,20260719_2001,3,10.0,,
9339,Operador 2,21.8,20260719_2001,3,10.0,,
9337,Operador 3,10.8,20260719_2001,3,10.0,,
9333,Operador 1,10.4,20260719_2001,3,10.0,,
9326,Operador 2,14.8,20260719_2001,3,10.0,,
9320,Operador 3,16.3,20260719_2001,3,10.0,,
9312,Operador 1,18.6,20260719_2001,3,10.0,,
9311,Operador 2,14.9,20260719_2001,3,10.0,,
9310,Operador 3,12.3,20260719_2001,3,10.0,,
9305,Operador 1,15.1,20260719_2001,3,10.0,,
8257,Operador 2,16.0,20260719_2001,3,10.0,,
8256,Operador 3,14.2,20260719_2001,3,10.0,,
8251,Operador 1,12.3,20260719_2001,3,10.0,,
8002,Operador 2,14.8,20260719_2001,3,10.0,,
7741,Operador 3,10.6,20260719_2001,3,10.0,,
7739,Operador 1,16.6,20260719_2001,3,10.0,,
7735,Operador 2,18.7,20260719_2001,3,10.0,,
7733,Operador 3,10.8,20260719_2001,3,10.0,,
7731,Operador 1,12.1,20260719_2001,3,10.0,,
7729,Operador 2,17.7,20260719_2001,3,10.0,,
7728,Operador 3,15.5,20260719_2001,3,10.0,,
7727,Operador 1,12.2,20260719_2001,3,10.0,,
7723,Operador 2,13.9,20260719_2001,3,10.0,,
7716,Operador 3,17.4,20260719_2001,3,10.0,,
7710,Operador 1,16.8,20260719_2001,3,10.0,,
7702,Operador 2,12.1,20260719_2001,3,10.0,,
7693,Operador 3,11.1,20260719_2001,3,10.0,,
7692,Operador 1,14.3,20260719_2001,3,10.0,,
7690,Operador 2,13.8,20260719_2001,3,10.0,,
7681,Operador 3,13.1,20260719_2001,3,10.0,,
7680,Operador 1,17.0,20260719_2001,3,10.0,,
7677,Operador 2,16.1,20260719_2001,3,10.0,,
7675,Operador 3,12.9,20260719_2001,3,10.0,,
7672,Operador 1,15.8,20260719_2001,3,10.0,,
7663,Operador 2,14.6,20260719_2001,3,10.0,,
7659,Operador 3,16.1,20260719_2001,3,10.0,,
7651,Operador 1,17.7,20260719_2001,3,10.0,,
7649,Operador 2,14.4,20260719_2001,3,10.0,,
7645,Operador 3,18.9,20260719_2001,3,10.0,,
7643,Operador 1,18.2,20260719_2001,3,10.0,,
7642,Operador 2,11.7,20260719_2001,3,10.0,,
7640,Operador 3,10.3,20260719_2001,3,10.0,,
7637,Operador 1,13.8,20260719_2001,3,10.0,,
7634,Operador 2,17.4,20260719_2001,3,10.0,,
7631,Operador 3,8.6,20260719_2001,3,10.0,,
7627,Operador 1,18.3,20260719_2001,3,10.0,,
7626,Operador 2,10.0,20260719_2001,3,10.0,,
7624,Operador 3,15.8,20260719_2001,3,10.0,,
7623,Operador 1,15.5,20260719_2001,3,10.0,,
7615,Operador 2,19.6,20260719_2001,3,10.0,,
7612,Operador 3,13.7,20260719_2001,3,10.0,,
7604,Operador 1,11.4,20260719_2001,3,10.0,,
7601,Operador 2,19.7,20260719_2001,3,10.0,,
266,Operador 1,22.3,20260719_2005,3,8.0,1.0,694.1640555610372
264,Operador 2,12.9,20260719_2005,3,8.0,1.0,694.1640555610372
263,Operador 3,15.6,20260719_2005,3,8.0,1.0,694.1640555610372
261,Operador 1,11.9,20260719_2005,3,8.0,1.0,694.1640555610372
260,Operador 2,17.9,20260719_2005,3,8.0,1.0,694.1640555610372
258,Operador 3,9.0,20260719_2005,3,8.0,1.0,694.1640555610372
257,Operador 1,20.6,20260719_2005,3,8.0,1.0,694.1640555610372
256,Operador 2,15.1,20260719_2005,3,8.0,1.0,694.1640555610372
255,Operador 3,9.7,20260719_2005,3,8.0,1.0,694.1640555610372
254,Operador 1,14.6,20260719_2005,3,8.0,1.0,694.1640555610372
253,Operador 2,12.4,20260719_2005,3,8.0,1.0,694.1640555610372
252,Operador 3,16.0,20260719_2005,3,8.0,1.0,694.1640555610372
213,Operador 1,12.3,20260719_2005,3,8.0,1.0,694.1640555610372
212,Operador 2,16.9,20260719_2005,3,8.0,1.0,694.1640555610372
211,Operador 3,18.9,20260719_2005,3,8.0,1.0,694.1640555610372
209,Operador 1,14.1,20260719_2005,3,8.0,1.0,694.1640555610372
207,Operador 2,15.9,20260719_2005,3,8.0,1.0,694.1640555610372
201,Operador 3,14.3,20260719_2005,3,8.0,1.0,694.1640555610372
1259,Operador 1,19.8,20260719_2005,3,8.0,1.0,694.1640555610372
315,Operador 2,14.4,20260719_2005,3,8.0,1.0,694.1640555610372
313,Operador 3,23.1,20260719_2005,3,8.0,1.0,694.1640555610372
312,Operador 1,17.5,20260719_2005,3,8.0,1.0,694.1640555610372
311,Operador 2,12.8,20260719_2005,3,8.0,1.0,694.1640555610372
310,Operador 3,12.8,20260719_2005,3,8.0,1.0,694.1640555610372
309,Operador 1,18.4,20260719_2005,3,8.0,1.0,694.1640555610372
308,Operador 2,13.0,20260719_2005,3,8.0,1.0,694.1640555610372
307,Operador 3,12.2,20260719_2005,3,8.0,1.0,694.1640555610372
306,Operador 1,14.2,20260719_2005,3,8.0,1.0,694.1640555610372
304,Operador 2,13.3,20260719_2005,3,8.0,1.0,694.1640555610372
303,Operador 3,17.5,20260719_2005,3,8.0,1.0,694.1640555610372
301,Operador 1,13.6,20260719_2005,3,8.0,1.0,694.1640555610372
9435,Operador 2,15.6,20260719_2005,3,8.0,1.0,694.1640555610372
9434,Operador 3,12.6,20260719_2005,3,8.0,1.0,694.1640555610372
9426,Operador 1,14.3,20260719_2005,3,8.0,1.0,694.1640555610372
9425,Operador 2,12.1,20260719_2005,3,8.0,1.0,694.1640555610372
9424,Operador 3,21.1,20260719_2005,3,8.0,1.0,694.1640555610372
9422,Operador 1,12.6,20260719_2005,3,8.0,1.0,694.1640555610372
9419,Operador 2,13.4,20260719_2005,3,8.0,1.0,694.1640555610372
9390,Operador 3,18.2,20260719_2005,3,8.0,1.0,694.1640555610372
9371,Operador 1,14.5,20260719_2005,3,8.0,1.0,694.1640555610372
9370,Operador 2,11.6,20260719_2005,3,8.0,1.0,694.1640555610372
9359,Operador 3,15.8,20260719_2005,3,8.0,1.0,694.1640555610372
9355,Operador 1,16.2,20260719_2005,3,8.0,1.0,694.1640555610372
9353,Operador 2,11.2,20260719_2005,3,8.0,1.0,694.1640555610372
9345,Operador 3,10.8,20260719_2005,3,8.0,1.0,694.1640555610372
9340,Operador 1,19.2,20260719_2005,3,8.0,1.0,694.1640555610372
9339,Operador 2,12.7,20260719_2005,3,8.0,1.0,694.1640555610372
9337,Operador 3,15.4,20260719_2005,3,8.0,1.0,694.1640555610372
9333,Operador 1,11.7,20260719_2005,3,8.0,1.0,694.1640555610372
9326,Operador 2,15.8,20260719_2005,3,8.0,1.0,694.1640555610372
9320,Operador 3,12.8,20260719_2005,3,8.0,1.0,694.1640555610372
9312,Operador 1,14.6,20260719_2005,3,8.0,1.0,694.1640555610372
9311,Operador 2,17.8,20260719_2005,3,8.0,1.0,694.1640555610372
9310,Operador 3,14.0,20260719_2005,3,8.0,1.0,694.1640555610372
9305,Operador 1,16.8,20260719_2005,3,8.0,1.0,694.1640555610372
8257,Operador 2,19.2,20260719_2005,3,8.0,1.0,694.1640555610372
8256,Operador 3,12.5,20260719_2005,3,8.0,1.0,694.1640555610372
8251,Operador 1,16.9,20260719_2005,3,8.0,1.0,694.1640555610372
8002,Operador 2,11.4,20260719_2005,3,8.0,1.0,694.1640555610372
7741,Operador 3,14.6,20260719_2005,3,8.0,1.0,694.1640555610372
7739,Operador 1,18.0,20260719_2005,3,8.0,1.0,694.1640555610372
7735,Operador 2,13.2,20260719_2005,3,8.0,1.0,694.1640555610372
7733,Operador 3,15.4,20260719_2005,3,8.0,1.0,694.1640555610372
7731,Operador 1,8.5,20260719_2005,3,8.0,1.0,694.1640555610372
7729,Operador 2,15.9,20260719_2005,3,8.0,1.0,694.1640555610372
7728,Operador 3,12.4,20260719_2005,3,8.0,1.0,694.1640555610372
7727,Operador 1,17.1,20260719_2005,3,8.0,1.0,694.1640555610372
7723,Operador 2,13.2,20260719_2005,3,8.0,1.0,694.1640555610372
7716,Operador 3,17.5,20260719_2005,3,8.0,1.0,694.1640555610372
7710,Operador 1,14.6,20260719_2005,3,8.0,1.0,694.1640555610372
7702,Operador 2,18.6,20260719_2005,3,8.0,1.0,694.1640555610372
7693,Operador 3,14.0,20260719_2005,3,8.0,1.0,694.1640555610372
7692,Operador 1,11.3,20260719_2005,3,8.0,1.0,694.1640555610372
7690,Operador 2,15.2,20260719_2005,3,8.0,1.0,694.1640555610372
7681,Operador 3,15.5,20260719_2005,3,8.0,1.0,694.1640555610372
7680,Operador 1,14.2,20260719_2005,3,8.0,1.0,694.1640555610372
7677,Operador 2,14.9,20260719_2005,3,8.0,1.0,694.1640555610372
7675,Operador 3,15.0,20260719_2005,3,8.0,1.0,694.1640555610372
7672,Operador 1,17.2,20260719_2005,3,8.0,1.0,694.1640555610372
7663,Operador 2,15.7,20260719_2005,3,8.0,1.0,694.1640555610372
7659,Operador 3,13.9,20260719_2005,3,8.0,1.0,694.1640555610372
7651,Operador 1,16.3,20260719_2005,3,8.0,1.0,694.1640555610372
7649,Operador 2,20.0,20260719_2005,3,8.0,1.0,694.1640555610372
7645,Operador 3,13.3,20260719_2005,3,8.0,1.0,694.1640555610372
7643,Operador 1,17.1,20260719_2005,3,8.0,1.0,694.1640555610372
7642,Operador 2,15.4,20260719_2005,3,8.0,1.0,694.1640555610372
7640,Operador 3,9.9,20260719_2005,3,8.0,1.0,694.1640555610372
7637,Operador 1,14.2,20260719_2005,3,8.0,1.0,694.1640555610372
7634,Operador 2,15.8,20260719_2005,3,8.0,1.0,694.1640555610372
7631,Operador 3,13.2,20260719_2005,3,8.0,1.0,694.1640555610372
7627,Operador 1,12.3,20260719_2005,3,8.0,1.0,694.1640555610372
7626,Operador 2,10.6,20260719_2005,3,8.0,1.0,694.1640555610372
7624,Operador 3,16.1,20260719_2005,3,8.0,1.0,694.1640555610372
7623,Operador 1,8.8,20260719_2005,3,8.0,1.0,694.1640555610372
7615,Operador 2,16.8,20260719_2005,3,8.0,1.0,694.1640555610372
7612,Operador 3,8.9,20260719_2005,3,8.0,1.0,694.1640555610372
7604,Operador 1,16.8,20260719_2005,3,8.0,1.0,694.1640555610372
7601,Operador 2,14.0,20260719_2005,3,8.0,1.0,694.1640555610372
266,Operador 1,17.1,20260719_2008,3,8.0,1.0,693.441870002793
264,Operador 2,12.0,20260719_2008,3,8.0,1.0,693.441870002793
263,Operador 3,17.8,20260719_2008,3,8.0,1.0,693.441870002793
261,Operador 1,17.9,20260719_2008,3,8.0,1.0,693.441870002793
260,Operador 2,14.0,20260719_2008,3,8.0,1.0,693.441870002793
258,Operador 3,12.0,20260719_2008,3,8.0,1.0,693.441870002793
257,Operador 1,11.1,20260719_2008,3,8.0,1.0,693.441870002793
256,Operador 2,15.2,20260719_2008,3,8.0,1.0,693.441870002793
255,Operador 3,16.1,20260719_2008,3,8.0,1.0,693.441870002793
254,Operador 1,9.3,20260719_2008,3,8.0,1.0,693.441870002793
253,Operador 2,18.7,20260719_2008,3,8.0,1.0,693.441870002793
252,Operador 3,15.4,20260719_2008,3,8.0,1.0,693.441870002793
213,Operador 1,13.3,20260719_2008,3,8.0,1.0,693.441870002793
212,Operador 2,16.3,20260719_2008,3,8.0,1.0,693.441870002793
211,Operador 3,14.2,20260719_2008,3,8.0,1.0,693.441870002793
209,Operador 1,18.2,20260719_2008,3,8.0,1.0,693.441870002793
207,Operador 2,10.5,20260719_2008,3,8.0,1.0,693.441870002793
201,Operador 3,19.1,20260719_2008,3,8.0,1.0,693.441870002793
1259,Operador 1,14.3,20260719_2008,3,8.0,1.0,693.441870002793
315,Operador 2,13.0,20260719_2008,3,8.0,1.0,693.441870002793
313,Operador 3,16.7,20260719_2008,3,8.0,1.0,693.441870002793
312,Operador 1,15.5,20260719_2008,3,8.0,1.0,693.441870002793
311,Operador 2,14.9,20260719_2008,3,8.0,1.0,693.441870002793
310,Operador 3,17.5,20260719_2008,3,8.0,1.0,693.441870002793
309,Operador 1,13.8,20260719_2008,3,8.0,1.0,693.441870002793
308,Operador 2,20.1,20260719_2008,3,8.0,1.0,693.441870002793
307,Operador 3,13.4,20260719_2008,3,8.0,1.0,693.441870002793
306,Operador 1,20.2,20260719_2008,3,8.0,1.0,693.441870002793
304,Operador 2,17.0,20260719_2008,3,8.0,1.0,693.441870002793
303,Operador 3,15.6,20260719_2008,3,8.0,1.0,693.441870002793
301,Operador 1,16.8,20260719_2008,3,8.0,1.0,693.441870002793
9435,Operador 2,17.9,20260719_2008,3,8.0,1.0,693.441870002793
9434,Operador 3,11.4,20260719_2008,3,8.0,1.0,693.441870002793
9426,Operador 1,15.6,20260719_2008,3,8.0,1.0,693.441870002793
9425,Operador 2,18.8,20260719_2008,3,8.0,1.0,693.441870002793
9424,Operador 3,13.4,20260719_2008,3,8.0,1.0,693.441870002793
9422,Operador 1,15.4,20260719_2008,3,8.0,1.0,693.441870002793
9419,Operador 2,20.4,20260719_2008,3,8.0,1.0,693.441870002793
9390,Operador 3,11.1,20260719_2008,3,8.0,1.0,693.441870002793
9371,Operador 1,13.4,20260719_2008,3,8.0,1.0,693.441870002793
9370,Operador 2,12.8,20260719_2008,3,8.0,1.0,693.441870002793
9359,Operador 3,15.5,20260719_2008,3,8.0,1.0,693.441870002793
9355,Operador 1,17.9,20260719_2008,3,8.0,1.0,693.441870002793
9353,Operador 2,14.2,20260719_2008,3,8.0,1.0,693.441870002793
9345,Operador 3,15.5,20260719_2008,3,8.0,1.0,693.441870002793
9340,Operador 1,14.0,20260719_2008,3,8.0,1.0,693.441870002793
9339,Operador 2,17.8,20260719_2008,3,8.0,1.0,693.441870002793
9337,Operador 3,15.9,20260719_2008,3,8.0,1.0,693.441870002793
9333,Operador 1,20.3,20260719_2008,3,8.0,1.0,693.441870002793
9326,Operador 2,12.2,20260719_2008,3,8.0,1.0,693.441870002793
9320,Operador 3,16.9,20260719_2008,3,8.0,1.0,693.441870002793
9312,Operador 1,18.8,20260719_2008,3,8.0,1.0,693.441870002793
9311,Operador 2,11.2,20260719_2008,3,8.0,1.0,693.441870002793
9310,Operador 3,14.7,20260719_2008,3,8.0,1.0,693.441870002793
9305,Operador 1,15.7,20260719_2008,3,8.0,1.0,693.441870002793
8257,Operador 2,9.6,20260719_2008,3,8.0,1.0,693.441870002793
8256,Operador 3,17.6,20260719_2008,3,8.0,1.0,693.441870002793
8251,Operador 1,18.1,20260719_2008,3,8.0,1.0,693.441870002793
8002,Operador 2,13.8,20260719_2008,3,8.0,1.0,693.441870002793
7741,Operador 3,13.9,20260719_2008,3,8.0,1.0,693.441870002793
7739,Operador 1,14.7,20260719_2008,3,8.0,1.0,693.441870002793
7735,Operador 2,19.8,20260719_2008,3,8.0,1.0,693.441870002793
7733,Operador 3,18.8,20260719_2008,3,8.0,1.0,693.441870002793
7731,Operador 1,11.3,20260719_2008,3,8.0,1.0,693.441870002793
7729,Operador 2,9.5,20260719_2008,3,8.0,1.0,693.441870002793
7728,Operador 3,10.5,20260719_2008,3,8.0,1.0,693.441870002793
7727,Operador 1,11.7,20260719_2008,3,8.0,1.0,693.441870002793
7723,Operador 2,12.7,20260719_2008,3,8.0,1.0,693.441870002793
7716,Operador 3,18.3,20260719_2008,3,8.0,1.0,693.441870002793
7710,Operador 1,9.6,20260719_2008,3,8.0,1.0,693.441870002793
7702,Operador 2,14.7,20260719_2008,3,8.0,1.0,693.441870002793
7693,Operador 3,14.0,20260719_2008,3,8.0,1.0,693.441870002793
7692,Operador 1,10.5,20260719_2008,3,8.0,1.0,693.441870002793
7690,Operador 2,19.5,20260719_2008,3,8.0,1.0,693.441870002793
7681,Operador 3,20.9,20260719_2008,3,8.0,1.0,693.441870002793
7680,Operador 1,12.0,20260719_2008,3,8.0,1.0,693.441870002793
7677,Operador 2,16.5,20260719_2008,3,8.0,1.0,693.441870002793
7675,Operador 3,22.1,20260719_2008,3,8.0,1.0,693.441870002793
7672,Operador 1,11.5,20260719_2008,3,8.0,1.0,693.441870002793
7663,Operador 2,12.9,20260719_2008,3,8.0,1.0,693.441870002793
7659,Operador 3,19.6,20260719_2008,3,8.0,1.0,693.441870002793
7651,Operador 1,8.2,20260719_2008,3,8.0,1.0,693.441870002793
7649,Operador 2,14.4,20260719_2008,3,8.0,1.0,693.441870002793
7645,Operador 3,18.1,20260719_2008,3,8.0,1.0,693.441870002793
7643,Operador 1,9.1,20260719_2008,3,8.0,1.0,693.441870002793
7642,Operador 2,15.1,20260719_2008,3,8.0,1.0,693.441870002793
7640,Operador 3,12.9,20260719_2008,3,8.0,1.0,693.441870002793
7637,Operador 1,15.3,20260719_2008,3,8.0,1.0,693.441870002793
7634,Operador 2,10.0,20260719_2008,3,8.0,1.0,693.441870002793
7631,Operador 3,12.3,20260719_2008,3,8.0,1.0,693.441870002793
7627,Operador 1,17.2,20260719_2008,3,8.0,1.0,693.441870002793
7626,Operador 2,12.1,20260719_2008,3,8.0,1.0,693.441870002793
7624,Operador 3,14.5,20260719_2008,3,8.0,1.0,693.441870002793
7623,Operador 1,11.3,20260719_2008,3,8.0,1.0,693.441870002793
7615,Operador 2,16.1,20260719_2008,3,8.0,1.0,693.441870002793
7612,Operador 3,13.5,20260719_2008,3,8.0,1.0,693.441870002793
7604,Operador 1,11.3,20260719_2008,3,8.0,1.0,693.441870002793
7601,Operador 2,13.4,20260719_2008,3,8.0,1.0,693.441870002793
266,Operador 1,2.0,20260719_2011,3,8.0,0.0005,303.136450780424
264,Operador 2,2.8,20260719_2011,3,8.0,0.0005,303.136450780424
263,Operador 3,2.8,20260719_2011,3,8.0,0.0005,303.136450780424
261,Operador 1,2.0,20260719_2011,3,8.0,0.0005,303.136450780424
260,Operador 2,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
258,Operador 3,1.8,20260719_2011,3,8.0,0.0005,303.136450780424
257,Operador 1,2.2,20260719_2011,3,8.0,0.0005,303.136450780424
256,Operador 2,2.6,20260719_2011,3,8.0,0.0005,303.136450780424
255,Operador 3,2.0,20260719_2011,3,8.0,0.0005,303.136450780424
254,Operador 1,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
253,Operador 2,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
252,Operador 3,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
213,Operador 1,3.6,20260719_2011,3,8.0,0.0005,303.136450780424
212,Operador 2,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
211,Operador 3,2.1,20260719_2011,3,8.0,0.0005,303.136450780424
209,Operador 1,2.0,20260719_2011,3,8.0,0.0005,303.136450780424
207,Operador 2,3.6,20260719_2011,3,8.0,0.0005,303.136450780424
201,Operador 3,3.9,20260719_2011,3,8.0,0.0005,303.136450780424
1259,Operador 1,2.0,20260719_2011,3,8.0,0.0005,303.136450780424
315,Operador 2,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
313,Operador 3,2.7,20260719_2011,3,8.0,0.0005,303.136450780424
312,Operador 1,2.1,20260719_2011,3,8.0,0.0005,303.136450780424
311,Operador 2,2.7,20260719_2011,3,8.0,0.0005,303.136450780424
310,Operador 3,1.8,20260719_2011,3,8.0,0.0005,303.136450780424
309,Operador 1,2.0,20260719_2011,3,8.0,0.0005,303.136450780424
308,Operador 2,2.1,20260719_2011,3,8.0,0.0005,303.136450780424
307,Operador 3,1.7,20260719_2011,3,8.0,0.0005,303.136450780424
306,Operador 1,3.7,20260719_2011,3,8.0,0.0005,303.136450780424
304,Operador 2,2.2,20260719_2011,3,8.0,0.0005,303.136450780424
303,Operador 3,3.8,20260719_2011,3,8.0,0.0005,303.136450780424
301,Operador 1,2.2,20260719_2011,3,8.0,0.0005,303.136450780424
9435,Operador 2,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
9434,Operador 3,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
9426,Operador 1,2.7,20260719_2011,3,8.0,0.0005,303.136450780424
9425,Operador 2,2.7,20260719_2011,3,8.0,0.0005,303.136450780424
9424,Operador 3,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
9422,Operador 1,2.8,20260719_2011,3,8.0,0.0005,303.136450780424
9419,Operador 2,2.8,20260719_2011,3,8.0,0.0005,303.136450780424
9390,Operador 3,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
9371,Operador 1,2.7,20260719_2011,3,8.0,0.0005,303.136450780424
9370,Operador 2,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
9359,Operador 3,2.8,20260719_2011,3,8.0,0.0005,303.136450780424
9355,Operador 1,2.8,20260719_2011,3,8.0,0.0005,303.136450780424
9353,Operador 2,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
9345,Operador 3,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
9340,Operador 1,2.0,20260719_2011,3,8.0,0.0005,303.136450780424
9339,Operador 2,2.1,20260719_2011,3,8.0,0.0005,303.136450780424
9337,Operador 3,2.0,20260719_2011,3,8.0,0.0005,303.136450780424
9333,Operador 1,2.2,20260719_2011,3,8.0,0.0005,303.136450780424
9326,Operador 2,2.1,20260719_2011,3,8.0,0.0005,303.136450780424
9320,Operador 3,2.7,20260719_2011,3,8.0,0.0005,303.136450780424
9312,Operador 1,3.9,20260719_2011,3,8.0,0.0005,303.136450780424
9311,Operador 2,2.6,20260719_2011,3,8.0,0.0005,303.136450780424
9310,Operador 3,3.6,20260719_2011,3,8.0,0.0005,303.136450780424
9305,Operador 1,2.0,20260719_2011,3,8.0,0.0005,303.136450780424
8257,Operador 2,2.7,20260719_2011,3,8.0,0.0005,303.136450780424
8256,Operador 3,2.0,20260719_2011,3,8.0,0.0005,303.136450780424
8251,Operador 1,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
8002,Operador 2,2.7,20260719_2011,3,8.0,0.0005,303.136450780424
7741,Operador 3,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
7739,Operador 1,2.8,20260719_2011,3,8.0,0.0005,303.136450780424
7735,Operador 2,2.7,20260719_2011,3,8.0,0.0005,303.136450780424
7733,Operador 3,2.1,20260719_2011,3,8.0,0.0005,303.136450780424
7731,Operador 1,2.8,20260719_2011,3,8.0,0.0005,303.136450780424
7729,Operador 2,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
7728,Operador 3,2.0,20260719_2011,3,8.0,0.0005,303.136450780424
7727,Operador 1,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
7723,Operador 2,2.7,20260719_2011,3,8.0,0.0005,303.136450780424
7716,Operador 3,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
7710,Operador 1,3.9,20260719_2011,3,8.0,0.0005,303.136450780424
7702,Operador 2,2.8,20260719_2011,3,8.0,0.0005,303.136450780424
7693,Operador 3,2.7,20260719_2011,3,8.0,0.0005,303.136450780424
7692,Operador 1,2.8,20260719_2011,3,8.0,0.0005,303.136450780424
7690,Operador 2,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
7681,Operador 3,2.6,20260719_2011,3,8.0,0.0005,303.136450780424
7680,Operador 1,3.9,20260719_2011,3,8.0,0.0005,303.136450780424
7677,Operador 2,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
7675,Operador 3,2.8,20260719_2011,3,8.0,0.0005,303.136450780424
7672,Operador 1,3.9,20260719_2011,3,8.0,0.0005,303.136450780424
7663,Operador 2,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
7659,Operador 3,2.7,20260719_2011,3,8.0,0.0005,303.136450780424
7651,Operador 1,2.1,20260719_2011,3,8.0,0.0005,303.136450780424
7649,Operador 2,2.6,20260719_2011,3,8.0,0.0005,303.136450780424
7645,Operador 3,3.9,20260719_2011,3,8.0,0.0005,303.136450780424
7643,Operador 1,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
7642,Operador 2,3.6,20260719_2011,3,8.0,0.0005,303.136450780424
7640,Operador 3,3.6,20260719_2011,3,8.0,0.0005,303.136450780424
7637,Operador 1,2.0,20260719_2011,3,8.0,0.0005,303.136450780424
7634,Operador 2,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
7631,Operador 3,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
7627,Operador 1,2.8,20260719_2011,3,8.0,0.0005,303.136450780424
7626,Operador 2,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
7624,Operador 3,2.8,20260719_2011,3,8.0,0.0005,303.136450780424
7623,Operador 1,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
7615,Operador 2,2.8,20260719_2011,3,8.0,0.0005,303.136450780424
7612,Operador 3,2.0,20260719_2011,3,8.0,0.0005,303.136450780424
7604,Operador 1,2.8,20260719_2011,3,8.0,0.0005,303.136450780424
7601,Operador 2,3.5,20260719_2011,3,8.0,0.0005,303.136450780424
266,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
264,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
263,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
261,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
260,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
258,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
