id_ruta,operador,tiempo_estimado,fecha_planificacion,n_operadores,meta_horas,prob_extra,makespan_simulado
9353,1,4.1,20260720_1645,4,8.0,0.0015,399.868254085909
9305,1,4.0,20260720_1645,4,8.0,0.0015,399.868254085909
9340,4,3.9,20260720_1645,4,8.0,0.0015,399.868254085909
9426,3,3.7,20260720_1645,4,8.0,0.0015,399.868254085909
9345,3,3.7,20260720_1645,4,8.0,0.0015,399.868254085909
9390,4,3.5,20260720_1645,4,8.0,0.0015,399.868254085909
9425,3,3.5,20260720_1645,4,8.0,0.0015,399.868254085909
9337,3,3.1,20260720_1645,4,8.0,0.0015,399.868254085909
9424,3,3.1,20260720_1645,4,8.0,0.0015,399.868254085909
9371,3,3.0,20260720_1645,4,8.0,0.0015,399.868254085909
9339,1,3.0,20260720_1645,4,8.0,0.0015,399.868254085909
9344,3,3.0,20260720_1645,4,8.0,0.0015,399.868254085909
9312,4,3.0,20260720_1645,4,8.0,0.0015,399.868254085909
9370,1,3.0,20260720_1645,4,8.0,0.0015,399.868254085909
9389,3,3.0,20260720_1645,4,8.0,0.0015,399.868254085909
9383,2,3.0,20260720_1645,4,8.0,0.0015,399.868254085909
8256,3,60.8,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
1259,1,45.8,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
211,2,31.2,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
303,1,29.0,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
209,1,28.9,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
260,3,28.6,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
301,2,27.4,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
261,2,27.3,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
212,1,27.3,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
258,1,27.0,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
311,1,26.9,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
312,3,26.8,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
207,2,26.0,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
304,1,25.5,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7663,2,24.9,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7642,3,24.8,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
306,1,24.7,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
8002,2,24.7,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
213,3,23.8,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
307,1,23.5,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7692,3,22.5,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
315,2,22.3,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
252,1,22.1,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
308,3,22.0,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
201,3,21.7,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7637,1,21.4,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7601,1,21.3,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7693,3,20.7,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
266,2,20.7,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9385,3,20.7,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9387,2,20.7,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9435,2,20.7,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7677,2,20.4,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
310,3,20.1,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
254,3,19.8,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
257,3,19.8,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
264,2,19.6,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
255,2,19.5,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
309,2,19.1,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
256,1,18.8,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7626,2,18.2,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
253,2,17.4,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7649,3,17.3,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
313,2,16.8,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7627,1,16.8,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7681,3,16.6,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
8003,2,16.2,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7631,3,16.1,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7640,2,15.2,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7680,1,14.9,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7739,1,14.5,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7634,3,14.4,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7729,2,13.9,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7690,3,13.4,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7733,2,12.8,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7675,1,12.6,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7624,1,11.1,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
263,2,10.3,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9310,1,9.9,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7643,1,9.6,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9384,3,9.1,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9419,1,8.6,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7604,3,8.5,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9386,1,8.2,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7651,2,8.0,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9311,3,7.5,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
7659,3,6.7,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9388,3,6.3,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9355,3,5.7,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9320,1,5.4,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9422,2,5.2,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9326,1,4.5,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9353,2,4.1,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9305,3,4.0,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9340,1,3.9,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9426,3,3.7,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9345,3,3.7,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9390,1,3.5,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9425,3,3.5,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9337,3,3.1,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9424,2,3.1,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9371,2,3.0,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9339,3,3.0,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9344,1,3.0,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9312,1,3.0,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9370,1,3.0,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9389,2,3.0,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
9383,2,3.0,20260720_1646,3,8.0,0.9955000000000002,532.5549925424389
8257,3,63.4,20260720_1703,3,8.0,1.0,613.8116546702106
8256,1,60.8,20260720_1703,3,8.0,1.0,613.8116546702106
1259,2,45.8,20260720_1703,3,8.0,1.0,613.8116546702106
211,3,31.2,20260720_1703,3,8.0,1.0,613.8116546702106
8251,1,30.0,20260720_1703,3,8.0,1.0,613.8116546702106
303,3,29.0,20260720_1703,3,8.0,1.0,613.8116546702106
209,2,28.9,20260720_1703,3,8.0,1.0,613.8116546702106
260,2,28.6,20260720_1703,3,8.0,1.0,613.8116546702106
301,1,27.4,20260720_1703,3,8.0,1.0,613.8116546702106
261,2,27.3,20260720_1703,3,8.0,1.0,613.8116546702106
212,1,27.3,20260720_1703,3,8.0,1.0,613.8116546702106
258,3,27.0,20260720_1703,3,8.0,1.0,613.8116546702106
311,2,26.9,20260720_1703,3,8.0,1.0,613.8116546702106
312,1,26.8,20260720_1703,3,8.0,1.0,613.8116546702106
207,2,26.0,20260720_1703,3,8.0,1.0,613.8116546702106
304,3,25.5,20260720_1703,3,8.0,1.0,613.8116546702106
7663,1,24.9,20260720_1703,3,8.0,1.0,613.8116546702106
7642,3,24.8,20260720_1703,3,8.0,1.0,613.8116546702106
306,3,24.7,20260720_1703,3,8.0,1.0,613.8116546702106
8002,1,24.7,20260720_1703,3,8.0,1.0,613.8116546702106
213,3,23.8,20260720_1703,3,8.0,1.0,613.8116546702106
307,2,23.5,20260720_1703,3,8.0,1.0,613.8116546702106
7692,1,22.5,20260720_1703,3,8.0,1.0,613.8116546702106
315,2,22.3,20260720_1703,3,8.0,1.0,613.8116546702106
252,3,22.1,20260720_1703,3,8.0,1.0,613.8116546702106
308,1,22.0,20260720_1703,3,8.0,1.0,613.8116546702106
201,1,21.7,20260720_1703,3,8.0,1.0,613.8116546702106
7637,3,21.4,20260720_1703,3,8.0,1.0,613.8116546702106
7601,2,21.3,20260720_1703,3,8.0,1.0,613.8116546702106
9435,3,20.7,20260720_1703,3,8.0,1.0,613.8116546702106
266,2,20.7,20260720_1703,3,8.0,1.0,613.8116546702106
7693,2,20.7,20260720_1703,3,8.0,1.0,613.8116546702106
7677,2,20.4,20260720_1703,3,8.0,1.0,613.8116546702106
7623,1,20.1,20260720_1703,3,8.0,1.0,613.8116546702106
310,3,20.1,20260720_1703,3,8.0,1.0,613.8116546702106
254,1,19.8,20260720_1703,3,8.0,1.0,613.8116546702106
257,2,19.8,20260720_1703,3,8.0,1.0,613.8116546702106
264,2,19.6,20260720_1703,3,8.0,1.0,613.8116546702106
255,2,19.5,20260720_1703,3,8.0,1.0,613.8116546702106
309,1,19.1,20260720_1703,3,8.0,1.0,613.8116546702106
256,2,18.8,20260720_1703,3,8.0,1.0,613.8116546702106
7645,1,18.3,20260720_1703,3,8.0,1.0,613.8116546702106
7626,3,18.2,20260720_1703,3,8.0,1.0,613.8116546702106
7672,2,18.0,20260720_1703,3,8.0,1.0,613.8116546702106
253,3,17.4,20260720_1703,3,8.0,1.0,613.8116546702106
7649,3,17.3,20260720_1703,3,8.0,1.0,613.8116546702106
313,2,16.8,20260720_1703,3,8.0,1.0,613.8116546702106
7627,1,16.8,20260720_1703,3,8.0,1.0,613.8116546702106
7681,2,16.6,20260720_1703,3,8.0,1.0,613.8116546702106
7631,1,16.1,20260720_1703,3,8.0,1.0,613.8116546702106
7640,1,15.2,20260720_1703,3,8.0,1.0,613.8116546702106
7680,3,14.9,20260720_1703,3,8.0,1.0,613.8116546702106
7739,2,14.5,20260720_1703,3,8.0,1.0,613.8116546702106
7723,3,14.4,20260720_1703,3,8.0,1.0,613.8116546702106
7634,3,14.4,20260720_1703,3,8.0,1.0,613.8116546702106
7612,1,14.3,20260720_1703,3,8.0,1.0,613.8116546702106
7729,2,13.9,20260720_1703,3,8.0,1.0,613.8116546702106
7690,2,13.4,20260720_1703,3,8.0,1.0,613.8116546702106
7733,1,12.8,20260720_1703,3,8.0,1.0,613.8116546702106
7675,1,12.6,20260720_1703,3,8.0,1.0,613.8116546702106
7728,3,12.4,20260720_1703,3,8.0,1.0,613.8116546702106
7731,1,12.0,20260720_1703,3,8.0,1.0,613.8116546702106
7624,1,11.1,20260720_1703,3,8.0,1.0,613.8116546702106
7615,1,10.5,20260720_1703,3,8.0,1.0,613.8116546702106
263,2,10.3,20260720_1703,3,8.0,1.0,613.8116546702106
7727,1,10.2,20260720_1703,3,8.0,1.0,613.8116546702106
7735,1,10.0,20260720_1703,3,8.0,1.0,613.8116546702106
9310,3,9.9,20260720_1703,3,8.0,1.0,613.8116546702106
7643,3,9.6,20260720_1703,3,8.0,1.0,613.8116546702106
7702,3,9.6,20260720_1703,3,8.0,1.0,613.8116546702106
7741,3,9.4,20260720_1703,3,8.0,1.0,613.8116546702106
9419,1,8.6,20260720_1703,3,8.0,1.0,613.8116546702106
7604,2,8.5,20260720_1703,3,8.0,1.0,613.8116546702106
7651,2,8.0,20260720_1703,3,8.0,1.0,613.8116546702106
9333,3,7.6,20260720_1703,3,8.0,1.0,613.8116546702106
9311,3,7.5,20260720_1703,3,8.0,1.0,613.8116546702106
7659,2,6.7,20260720_1703,3,8.0,1.0,613.8116546702106
7710,3,6.4,20260720_1703,3,8.0,1.0,613.8116546702106
9355,2,5.7,20260720_1703,3,8.0,1.0,613.8116546702106
9320,2,5.4,20260720_1703,3,8.0,1.0,613.8116546702106
9422,3,5.2,20260720_1703,3,8.0,1.0,613.8116546702106
7716,1,5.0,20260720_1703,3,8.0,1.0,613.8116546702106
9326,3,4.5,20260720_1703,3,8.0,1.0,613.8116546702106
9359,2,4.1,20260720_1703,3,8.0,1.0,613.8116546702106
9353,3,4.1,20260720_1703,3,8.0,1.0,613.8116546702106
9305,1,4.0,20260720_1703,3,8.0,1.0,613.8116546702106
9434,3,3.9,20260720_1703,3,8.0,1.0,613.8116546702106
9340,3,3.9,20260720_1703,3,8.0,1.0,613.8116546702106
9426,1,3.7,20260720_1703,3,8.0,1.0,613.8116546702106
9345,1,3.7,20260720_1703,3,8.0,1.0,613.8116546702106
9390,3,3.5,20260720_1703,3,8.0,1.0,613.8116546702106
9425,3,3.5,20260720_1703,3,8.0,1.0,613.8116546702106
9337,2,3.1,20260720_1703,3,8.0,1.0,613.8116546702106
9424,3,3.1,20260720_1703,3,8.0,1.0,613.8116546702106
9339,2,3.0,20260720_1703,3,8.0,1.0,613.8116546702106
9312,1,3.0,20260720_1703,3,8.0,1.0,613.8116546702106
9370,3,3.0,20260720_1703,3,8.0,1.0,613.8116546702106
9371,1,3.0,20260720_1703,3,8.0,1.0,613.8116546702106
252,1,32.3,20260806_1237,4,8.0,0.0,372.22721193187095
260,2,32.0,20260806_1237,4,8.0,0.0,372.22721193187095
207,2,32.0,20260806_1237,4,8.0,0.0,372.22721193187095
211,2,32.0,20260806_1237,4,8.0,0.0,372.22721193187095
264,1,30.2,20260806_1237,4,8.0,0.0,372.22721193187095
257,3,27.3,20260806_1237,4,8.0,0.0,372.22721193187095
301,4,27.1,20260806_1237,4,8.0,0.0,372.22721193187095
212,2,26.2,20260806_1237,4,8.0,0.0,372.22721193187095
303,2,26.0,20260806_1237,4,8.0,0.0,372.22721193187095
8002,1,25.8,20260806_1237,4,8.0,0.0,372.22721193187095
254,4,25.0,20260806_1237,4,8.0,0.0,372.22721193187095
312,4,24.6,20260806_1237,4,8.0,0.0,372.22721193187095
253,4,24.5,20260806_1237,4,8.0,0.0,372.22721193187095
313,3,23.7,20260806_1237,4,8.0,0.0,372.22721193187095
311,4,23.7,20260806_1237,4,8.0,0.0,372.22721193187095
209,2,23.6,20260806_1237,4,8.0,0.0,372.22721193187095
307,2,23.3,20260806_1237,4,8.0,0.0,372.22721193187095
263,1,23.2,20260806_1237,4,8.0,0.0,372.22721193187095
261,3,23.0,20260806_1237,4,8.0,0.0,372.22721193187095
1259,3,22.8,20260806_1237,4,8.0,0.0,372.22721193187095
201,4,22.7,20260806_1237,4,8.0,0.0,372.22721193187095
256,1,22.7,20260806_1237,4,8.0,0.0,372.22721193187095
304,4,22.7,20260806_1237,4,8.0,0.0,372.22721193187095
309,3,22.6,20260806_1237,4,8.0,0.0,372.22721193187095
310,2,21.8,20260806_1237,4,8.0,0.0,372.22721193187095
7624,3,20.9,20260806_1237,4,8.0,0.0,372.22721193187095
210,1,20.9,20260806_1237,4,8.0,0.0,372.22721193187095
306,4,20.8,20260806_1237,4,8.0,0.0,372.22721193187095
7654,2,20.8,20260806_1237,4,8.0,0.0,372.22721193187095
7706,4,20.8,20260806_1237,4,8.0,0.0,372.22721193187095
7693,1,20.8,20260806_1237,4,8.0,0.0,372.22721193187095
7707,2,20.8,20260806_1237,4,8.0,0.0,372.22721193187095
9376,1,20.8,20260806_1237,4,8.0,0.0,372.22721193187095
268,2,20.8,20260806_1237,4,8.0,0.0,372.22721193187095
258,3,20.7,20260806_1237,4,8.0,0.0,372.22721193187095
7663,1,20.0,20260806_1237,4,8.0,0.0,372.22721193187095
7623,4,18.9,20260806_1237,4,8.0,0.0,372.22721193187095
7645,1,18.2,20260806_1237,4,8.0,0.0,372.22721193187095
7711,3,18.0,20260806_1237,4,8.0,0.0,372.22721193187095
7627,1,17.0,20260806_1237,4,8.0,0.0,372.22721193187095
7632,3,15.6,20260806_1237,4,8.0,0.0,372.22721193187095
7731,1,14.8,20260806_1237,4,8.0,0.0,372.22721193187095
7672,3,14.5,20260806_1237,4,8.0,0.0,372.22721193187095
9382,1,13.8,20260806_1237,4,8.0,0.0,372.22721193187095
7733,3,13.8,20260806_1237,4,8.0,0.0,372.22721193187095
7612,3,13.8,20260806_1237,4,8.0,0.0,372.22721193187095
213,3,13.1,20260806_1237,4,8.0,0.0,372.22721193187095
315,2,12.8,20260806_1237,4,8.0,0.0,372.22721193187095
7620,1,12.8,20260806_1237,4,8.0,0.0,372.22721193187095
7636,3,12.7,20260806_1237,4,8.0,0.0,372.22721193187095
7723,4,12.7,20260806_1237,4,8.0,0.0,372.22721193187095
7692,1,12.5,20260806_1237,4,8.0,0.0,372.22721193187095
7640,4,12.2,20260806_1237,4,8.0,0.0,372.22721193187095
7728,1,11.5,20260806_1237,4,8.0,0.0,372.22721193187095
7718,3,11.1,20260806_1237,4,8.0,0.0,372.22721193187095
8001,4,10.9,20260806_1237,4,8.0,0.0,372.22721193187095
7604,1,10.6,20260806_1237,4,8.0,0.0,372.22721193187095
7735,2,10.4,20260806_1237,4,8.0,0.0,372.22721193187095
7727,3,10.3,20260806_1237,4,8.0,0.0,372.22721193187095
7615,3,10.3,20260806_1237,4,8.0,0.0,372.22721193187095
9378,4,9.8,20260806_1237,4,8.0,0.0,372.22721193187095
9384,3,9.1,20260806_1237,4,8.0,0.0,372.22721193187095
9425,2,8.8,20260806_1237,4,8.0,0.0,372.22721193187095
7741,3,8.4,20260806_1237,4,8.0,0.0,372.22721193187095
9386,2,8.0,20260806_1237,4,8.0,0.0,372.22721193187095
7720,4,7.7,20260806_1237,4,8.0,0.0,372.22721193187095
9375,1,7.4,20260806_1237,4,8.0,0.0,372.22721193187095
9419,4,7.2,20260806_1237,4,8.0,0.0,372.22721193187095
7742,4,7.2,20260806_1237,4,8.0,0.0,372.22721193187095
9311,4,6.6,20260806_1237,4,8.0,0.0,372.22721193187095
9381,3,6.4,20260806_1237,4,8.0,0.0,372.22721193187095
9326,4,6.3,20260806_1237,4,8.0,0.0,372.22721193187095
9388,1,5.7,20260806_1237,4,8.0,0.0,372.22721193187095
7715,1,5.5,20260806_1237,4,8.0,0.0,372.22721193187095
9424,3,5.4,20260806_1237,4,8.0,0.0,372.22721193187095
7701,3,5.3,20260806_1237,4,8.0,0.0,372.22721193187095
7719,3,5.2,20260806_1237,4,8.0,0.0,372.22721193187095
9355,2,5.1,20260806_1237,4,8.0,0.0,372.22721193187095
9339,2,5.1,20260806_1237,4,8.0,0.0,372.22721193187095
9379,2,5.1,20260806_1237,4,8.0,0.0,372.22721193187095
9320,3,4.8,20260806_1237,4,8.0,0.0,372.22721193187095
9340,4,4.6,20260806_1237,4,8.0,0.0,372.22721193187095
9305,4,4.4,20260806_1237,4,8.0,0.0,372.22721193187095
9422,2,4.2,20260806_1237,4,8.0,0.0,372.22721193187095
9359,2,3.7,20260806_1237,4,8.0,0.0,372.22721193187095
9390,4,3.7,20260806_1237,4,8.0,0.0,372.22721193187095
9353,3,3.3,20260806_1237,4,8.0,0.0,372.22721193187095
9380,2,3.1,20260806_1237,4,8.0,0.0,372.22721193187095
9337,4,3.0,20260806_1237,4,8.0,0.0,372.22721193187095
9360,3,3.0,20260806_1237,4,8.0,0.0,372.22721193187095
9370,4,3.0,20260806_1237,4,8.0,0.0,372.22721193187095
9371,4,3.0,20260806_1237,4,8.0,0.0,372.22721193187095
9389,4,3.0,20260806_1237,4,8.0,0.0,372.22721193187095
9420,4,3.0,20260806_1237,4,8.0,0.0,372.22721193187095
9435,4,3.0,20260806_1237,4,8.0,0.0,372.22721193187095
